rank,ticker,crossings,hits,hit_rate,avg_return_30d,avg_return_60d,avg_return_90d,market_cap,sector,in_preferred,hr_pre-covi,hr_covid+re,hr_ai_cycle
1,AAMI,3,3,1.0,0.1213,0.3196,0.4162,1851517872,INVESTMENT ADVICE,False,,,1.0
2,AAOI,8,8,1.0,0.2523,0.3929,0.4432,3035723820,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
3,AAON,6,6,1.0,0.1447,0.2236,0.2573,8248305220,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,False,,,1.0
4,ABVX,6,6,1.0,2.9165,4.8539,6.9389,9883287773,,False,,,1.0
5,ACAD,3,3,1.0,0.175,0.1959,0.2273,3727075428,PHARMACEUTICAL PREPARATIONS,False,,,1.0
6,ACLS,4,4,1.0,0.0997,0.2046,0.246,2902609454,"SPECIAL INDUSTRY MACHINERY, NEC",False,,,1.0
7,ACMR,4,4,1.0,0.2414,0.35,0.4235,4206589082,"SPECIAL INDUSTRY MACHINERY, NEC",False,,,1.0
8,ADPT,7,7,1.0,0.1252,0.2366,0.3378,2466621864,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
9,AEM,5,5,1.0,0.0936,0.2035,0.2752,108738264863,,False,,,1.0
10,AEO,4,4,1.0,0.2818,0.4759,0.5303,4319165912,RETAIL-FAMILY CLOTHING STORES,False,,,1.0
11,AFRM,4,4,1.0,0.1598,0.3027,0.3665,16592241526,PERSONAL CREDIT INSTITUTIONS,False,,,1.0
12,AG,4,4,1.0,0.2236,0.3617,0.433,11251062051,,False,,,1.0
13,AGI,3,3,1.0,0.079,0.1317,0.2367,18997497640,,False,,,1.0
14,AGX,6,6,1.0,0.1669,0.3201,0.4486,5687404429,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,False,,,1.0
15,AHR,7,7,1.0,0.0665,0.106,0.1674,9228924518,REAL ESTATE INVESTMENT TRUSTS,False,,,1.0
16,ALAB,3,3,1.0,0.4431,0.6149,0.7889,22012139527,Semiconductors,False,,,1.0
17,ALB,5,5,1.0,0.178,0.3559,0.5309,19603885047,Materials,False,,,1.0
18,ALGM,3,3,1.0,0.1489,0.2338,0.2338,7852627070,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
19,ALHC,3,3,1.0,0.1464,0.222,0.2676,4039852270,HOSPITAL & MEDICAL SERVICE PLANS,False,,,1.0
20,ALNT,4,4,1.0,0.1143,0.2038,0.3094,1129453510,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,False,,,1.0
21,ALNY,3,3,1.0,0.1146,0.1579,0.3232,41696716473,Biotechnology,False,,,1.0
22,AMD,4,4,1.0,0.0961,0.2284,0.3157,338016775970,Semiconductors,False,,,1.0
23,AMKR,6,6,1.0,0.1354,0.3178,0.5518,11742234311,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
24,AMLX,5,5,1.0,0.3225,0.5146,0.8786,1550652314,PHARMACEUTICAL PREPARATIONS,False,,,1.0
25,AMR,5,5,1.0,0.175,0.207,0.292,2385420612,BITUMINOUS COAL & LIGNITE SURFACE MINING,False,,,1.0
26,AMRC,7,7,1.0,0.2006,0.4979,0.9698,1725420862,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,False,,,1.0
27,AMTM,3,3,1.0,0.193,0.2273,0.2853,7561990456,"SERVICES-BUSINESS SERVICES, NEC",False,,,1.0
28,ANAB,7,7,1.0,0.2266,0.3784,0.5427,1469703987,PHARMACEUTICAL PREPARATIONS,False,,,1.0
29,ENLT,7,7,1.0,0.1086,0.2458,0.4016,8580458956,,False,,,1.0
30,APH,9,9,1.0,0.0689,0.1845,0.2704,180350414529,Technology,False,,,1.0
31,ARMN,7,7,1.0,0.1236,0.3522,0.5428,3986467643,,False,,,1.0
32,ARQT,8,8,1.0,0.1524,0.3134,0.5344,3167648085,PHARMACEUTICAL PREPARATIONS,False,,,1.0
33,ARRY,3,3,1.0,0.2955,0.3228,0.3228,1704665079,MISCELLANEOUS MANUFACTURING INDUSTRIES,False,,,1.0
34,ARWR,3,3,1.0,0.2255,0.5418,0.8199,8936854365,PHARMACEUTICAL PREPARATIONS,False,,,1.0
35,ASM,5,5,1.0,0.1903,0.4738,0.6733,1535546061,,False,,,1.0
36,ASTE,3,3,1.0,0.0958,0.1227,0.1688,1355851096,CONSTRUCTION MACHINERY & EQUIP,False,,,1.0
37,ASTS,5,5,1.0,0.4329,0.8899,1.0461,23284971601,"COMMUNICATIONS SERVICES, NEC",False,,,1.0
38,ATRO,3,3,1.0,0.1636,0.31,0.3806,2741304569,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",False,,,1.0
39,AU,5,5,1.0,0.2071,0.3318,0.4566,55446830360,,False,,,1.0
40,AVAV,3,3,1.0,0.3961,0.4617,0.6757,12175423867,Aerospace & Defense,False,,,1.0
41,AVGO,3,3,1.0,0.1297,0.2378,0.3155,1541720001220,Semiconductors,False,,,1.0
42,AXTI,4,4,1.0,0.5126,0.9634,2.0765,1339845614,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
43,AZTA,3,3,1.0,0.1078,0.1444,0.1678,1318280959,"SPECIAL INDUSTRY MACHINERY, NEC",False,,,1.0
44,BAP,4,4,1.0,0.0609,0.1303,0.182,26175805009,,False,,,1.0
45,BBAI,6,6,1.0,0.5173,0.824,0.9554,1868203003,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
46,BBIO,10,10,1.0,0.0927,0.1727,0.3347,14419930847,PHARMACEUTICAL PREPARATIONS,False,,,1.0
47,BC,5,5,1.0,0.0546,0.1479,0.2183,5660784793,ENGINES & TURBINES,False,,,1.0
48,BCO,3,3,1.0,0.0765,0.1592,0.1752,5429582179,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,False,,,1.0
49,BELFA,5,5,1.0,0.0461,0.195,0.3134,2725312791,"ELECTRONIC COILS, TRANSFORMERS & OTHER INDUCTORS",False,,,1.0
50,BH,4,4,1.0,0.1109,0.1991,0.246,1231099380,RETAIL-EATING PLACES,False,,,1.0
51,BH.A,8,8,1.0,0.0698,0.1534,0.2476,1254402609,RETAIL-EATING PLACES,False,,,1.0
52,BITF,4,4,1.0,0.8074,1.7563,2.3012,1279556260,,False,,,1.0
53,BKD,9,9,1.0,0.0893,0.1641,0.268,3924168139,SERVICES-NURSING & PERSONAL CARE FACILITIES,False,,,1.0
54,BKH,4,4,1.0,0.0983,0.1234,0.1541,5588912346,ELECTRIC SERVICES,False,,,1.0
55,BLTE,4,4,1.0,0.1359,0.2477,0.6006,6574814053,,False,,,1.0
56,BNS,3,3,1.0,0.0471,0.069,0.1456,93588344366,STATE COMMERCIAL BANKS,False,,,1.0
57,BORR,4,4,1.0,0.2244,0.3507,0.4455,1730762580,,False,,,1.0
58,BTDR,4,4,1.0,0.4427,0.4751,0.638,2342648740,,False,,,1.0
59,BTI,5,5,1.0,0.0689,0.1339,0.1888,129039483195,,False,,,1.0
60,BTSG,5,5,1.0,0.2208,0.2845,0.3494,7008490261,SERVICES-HOME HEALTH CARE SERVICES,False,,,1.0
61,BTU,3,3,1.0,0.3321,0.3502,0.6982,4189120000,BITUMINOUS COAL & LIGNITE SURFACE MINING,False,,,1.0
62,BVN,5,5,1.0,0.105,0.2236,0.3326,9641341471,,False,,,1.0
63,BW,3,3,1.0,1.3154,1.5648,2.028,1083225975,"HEATING EQUIPMENT, EXCEPT ELECTRIC & WARM AIR FURNACES",False,,,1.0
64,BWA,3,3,1.0,0.072,0.1115,0.1599,13002662630,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,1.0
65,BWXT,4,4,1.0,0.0917,0.1666,0.3036,18321919497,ENGINES & TURBINES,False,,,1.0
66,BZ,4,4,1.0,0.1042,0.1504,0.2541,8057645421,,False,,,1.0
67,C,4,4,1.0,0.0603,0.102,0.2213,193727850000,Financials,False,,,1.0
68,CAMT,3,3,1.0,0.1659,0.2843,0.3413,7414133634,,False,,,1.0
69,CAT,3,3,1.0,0.1047,0.1828,0.269,362309803223,Industrials,False,,,1.0
70,CCJ,3,3,1.0,0.0882,0.1849,0.3141,49171673216,Nuclear,True,,,1.0
71,CCO,3,3,1.0,0.1097,0.2532,0.3567,1191386398,SERVICES-ADVERTISING,False,,,1.0
72,CDE,3,3,1.0,0.1765,0.3958,0.67,14396029702,GOLD AND SILVER ORES,False,,,1.0
73,CDNA,3,3,1.0,0.1657,0.2244,0.3038,1009622703,SERVICES-MEDICAL LABORATORIES,False,,,1.0
74,ENVX,5,5,1.0,0.4944,0.8326,0.9238,1277630743,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,1.0
75,CECO,7,7,1.0,0.189,0.3212,0.493,2820631193,INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFYING EQUIP,False,,,1.0
76,CELC,5,5,1.0,0.6005,1.4021,1.6742,4835809278,SERVICES-MEDICAL LABORATORIES,False,,,1.0
77,CGNX,3,3,1.0,0.1363,0.1865,0.2951,9741968616,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",False,,,1.0
78,CIEN,5,5,1.0,0.1224,0.4033,0.6394,42993573547,TELEPHONE & TELEGRAPH APPARATUS,False,,,1.0
79,CLF,6,6,1.0,0.2349,0.3392,0.4573,5920653379,METAL MINING,False,,,1.0
80,CLS,4,4,1.0,0.1661,0.3548,0.4268,32247834000,PRINTED CIRCUIT BOARDS,False,,,1.0
81,CLSK,5,5,1.0,0.2973,0.4056,0.5084,2519166193,FINANCE SERVICES,False,,,1.0
82,CM,3,3,1.0,0.0576,0.1164,0.1774,88787827500,,False,,,1.0
83,CMI,3,3,1.0,0.0744,0.1708,0.2344,83038824917,Industrials,False,,,1.0
84,CYD,3,3,1.0,0.2412,0.4318,0.6379,2011357242,,False,,,1.0
85,DAN,4,4,1.0,0.099,0.1587,0.2672,3749697000,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,1.0
86,CNTA,3,3,1.0,0.1675,0.1945,0.4227,3652630445,PHARMACEUTICAL PREPARATIONS,False,,,1.0
87,COCO,4,4,1.0,0.0943,0.1197,0.2279,3222132437,BEVERAGES,False,,,1.0
88,COGT,6,6,1.0,0.3242,0.9792,1.4647,5607558179,PHARMACEUTICAL PREPARATIONS,False,,,1.0
89,COHR,7,7,1.0,0.2466,0.4495,0.5556,40726682709,OPTICAL INSTRUMENTS & LENSES,False,,,1.0
90,COR,3,3,1.0,0.1247,0.1542,0.1542,70192505986,Health Care,False,,,1.0
91,CORZ,3,3,1.0,0.2748,0.6166,0.6854,5531493592,FINANCE SERVICES,False,,,1.0
92,CRI,4,4,1.0,0.0577,0.0854,0.1876,1459737113,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,False,,,1.0
93,CRML,5,5,1.0,1.6874,1.8629,3.2135,1089437616,,False,,,1.0
94,CRVS,7,7,1.0,0.1598,0.2399,0.9841,1563104349,PHARMACEUTICAL PREPARATIONS,False,,,1.0
95,CVI,3,3,1.0,0.1521,0.2981,0.4194,2329293978,PETROLEUM REFINING,False,,,1.0
96,CVNA,3,3,1.0,0.3702,0.5444,0.589,48489770183,RETAIL-AUTO DEALERS & GASOLINE STATIONS,False,,,1.0
97,CW,5,5,1.0,0.108,0.1298,0.1899,25226869816,Aerospace & Defense,False,,,1.0
98,CWK,3,3,1.0,0.113,0.2748,0.3782,2985382623,REAL ESTATE,False,,,1.0
99,CX,5,5,1.0,0.0752,0.1506,0.2485,18236968597,,False,,,1.0
100,DDS,7,7,1.0,0.1639,0.2433,0.3125,10065835309,RETAIL-DEPARTMENT STORES,False,,,1.0
101,DINO,3,3,1.0,0.0922,0.1729,0.2493,10766490077,PIPE LINES (NO NATURAL GAS),False,,,1.0
102,DK,5,5,1.0,0.274,0.3638,0.5019,2069376516,PETROLEUM REFINING,False,,,1.0
103,DQ,4,4,1.0,0.3237,0.3648,0.5143,1668371069,,False,,,1.0
104,DYN,5,5,1.0,0.2591,0.4176,0.618,2558695747,PHARMACEUTICAL PREPARATIONS,False,,,1.0
105,ECG,5,5,1.0,0.1582,0.2276,0.3368,5363851427,OPERATIVE BUILDERS,False,,,1.0
106,EGO,5,5,1.0,0.1154,0.2098,0.3054,9523465790,,False,,,1.0
107,ELAN,6,6,1.0,0.1081,0.161,0.23,12486179076,PHARMACEUTICAL PREPARATIONS,False,,,1.0
108,EL,4,4,1.0,0.1426,0.2972,0.3319,39153335134,Consumer Staples,False,,,1.0
109,FN,6,6,1.0,0.1073,0.2045,0.301,17753632279,TELEPHONE & TELEGRAPH APPARATUS,False,,,1.0
110,FOLD,4,4,1.0,0.1347,0.338,0.4018,4489103953,PHARMACEUTICAL PREPARATIONS,False,,,1.0
111,ETSY,4,4,1.0,0.1155,0.1367,0.1855,4513825745,"SERVICES-BUSINESS SERVICES, NEC",False,,,1.0
112,EXAS,4,4,1.0,0.148,0.3504,0.501,19607018691,SERVICES-MEDICAL LABORATORIES,False,,,1.0
113,EXPE,3,3,1.0,0.0729,0.1507,0.216,26059491440,Consumer Discretionary,False,,,1.0
114,EXTR,3,3,1.0,0.1148,0.2109,0.2555,1941537548,COMPUTER COMMUNICATIONS EQUIPMENT,False,,,1.0
115,EYPT,4,4,1.0,0.1536,0.2434,0.3995,1071266626,LABORATORY ANALYTICAL INSTRUMENTS,False,,,1.0
116,NIO,5,5,1.0,0.1181,0.2115,0.3497,12469917180,,False,,,1.0
117,FIGS,6,6,1.0,0.1139,0.2316,0.3737,1686111664,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,False,,,1.0
118,FIVE,3,3,1.0,0.2237,0.283,0.3434,11358498514,RETAIL-VARIETY STORES,False,,,1.0
119,FIX,8,8,1.0,0.156,0.3152,0.4305,47192105502,ELECTRICAL WORK,False,,,1.0
120,FLNC,3,3,1.0,0.5941,0.7948,1.0054,2444769999,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",False,,,1.0
121,GS,3,3,1.0,0.0487,0.1274,0.1914,271477292446,Financials,False,,,1.0
122,GTX,5,5,1.0,0.0907,0.1537,0.2381,4132753507,MOTOR VEHICLE PARTS & ACCESSORIES,False,,,1.0
123,FRO,4,4,1.0,0.0997,0.1493,0.2226,6883499727,,False,,,1.0
124,FTAI,4,4,1.0,0.0685,0.1908,0.3089,28705033061,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,False,,,1.0
125,FTDR,3,3,1.0,0.2419,0.3167,0.3363,4084491591,SERVICES-TO DWELLINGS & OTHER BUILDINGS,False,,,1.0
126,FTI,5,5,1.0,0.0683,0.1072,0.226,24821352476,OIL & GAS FIELD MACHINERY & EQUIPMENT,False,,,1.0
127,GAP,5,5,1.0,0.1149,0.1799,0.2566,10291074545,RETAIL-FAMILY CLOTHING STORES,False,,,1.0
128,GCT,6,6,1.0,0.1873,0.345,0.4732,1305509091,RETAIL-CATALOG & MAIL-ORDER HOUSES,False,,,1.0
129,GDS,3,3,1.0,0.1663,0.2209,0.3161,9241415511,,False,,,1.0
130,GEV,4,4,1.0,0.3065,0.4247,0.5476,216197668958,Industrials,False,,,1.0
131,GLXY,3,3,1.0,0.3411,0.3476,0.5249,4173788450,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",False,,,1.0
132,GM,5,5,1.0,0.0717,0.1745,0.2344,73293713521,Consumer Discretionary,False,,,1.0
133,GNW,3,3,1.0,0.042,0.0887,0.1225,3562474657,LIFE INSURANCE,False,,,1.0
134,GOOG,3,3,1.0,0.1256,0.2514,0.3305,3701923940000,Communication Services,False,,,1.0
135,GOOGL,3,3,1.0,0.1264,0.2536,0.333,3698294840000,Communication Services,False,,,1.0
136,GPCR,4,4,1.0,0.2788,0.671,1.2715,4949687202,PHARMACEUTICAL PREPARATIONS,False,,,1.0
137,NMM,5,5,1.0,0.0862,0.0996,0.1855,1788000796,,False,,,1.0
138,HBM,4,4,1.0,0.1557,0.3159,0.3682,10339479477,,False,,,1.0
139,HCC,5,5,1.0,0.0896,0.1671,0.2942,4535753059,BITUMINOUS COAL & LIGNITE MINING,False,,,1.0
140,HII,5,5,1.0,0.0532,0.1061,0.2065,16434052880,Aerospace & Defense,False,,,1.0
141,HLIO,5,5,1.0,0.1576,0.2941,0.4142,2506170571,MISCELLANEOUS FABRICATED METAL PRODUCTS,False,,,1.0
142,HPE,3,3,1.0,0.0674,0.1789,0.2115,30150663594,Technology,False,,,1.0
143,HROW,9,9,1.0,0.1254,0.2383,0.3139,1766316133,PHARMACEUTICAL PREPARATIONS,False,,,1.0
144,HSBC,3,3,1.0,0.0346,0.0783,0.1719,292335854913,,False,,,1.0
145,HTHT,3,3,1.0,0.0524,0.1272,0.2157,16161806186,,False,,,1.0
146,HUT,3,3,1.0,0.3576,0.732,0.9769,5819933365,FINANCE SERVICES,False,,,1.0
147,HWKN,3,3,1.0,0.1457,0.2744,0.3441,3064455854,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,False,,,1.0
148,HYMC,6,6,1.0,0.2727,0.5625,0.8833,2951552401,GOLD AND SILVER ORES,False,,,1.0
149,IAG,3,3,1.0,0.2553,0.3769,0.5168,12827151947,,False,,,1.0
150,IAUX,5,5,1.0,0.1374,0.3111,0.3848,1602987025,GOLD AND SILVER ORES,False,,,1.0
151,KGC,5,5,1.0,0.1306,0.275,0.3821,41524240000,,False,,,1.0
152,IDCC,3,3,1.0,0.0878,0.2933,0.4555,9632794117,PATENT OWNERS & LESSORS,False,,,1.0
153,IDYA,8,8,1.0,0.1152,0.2057,0.2841,2653662170,PHARMACEUTICAL PREPARATIONS,False,,,1.0
154,IE,4,4,1.0,0.2671,0.4345,0.5689,2285046328,METAL MINING,False,,,1.0
155,IESC,8,8,1.0,0.2236,0.3169,0.4228,10325891961,ELECTRICAL WORK,False,,,1.0
156,IFS,3,3,1.0,0.0561,0.0761,0.1109,5276428487,,False,,,1.0
157,IHS,6,6,1.0,0.1961,0.2459,0.2961,2781470930,,False,,,1.0
158,IMNM,4,4,1.0,0.157,0.2714,0.5408,2445029738,PHARMACEUTICAL PREPARATIONS,False,,,1.0
159,INDV,4,4,1.0,0.0644,0.2504,0.5084,4323344789,PHARMACEUTICAL PREPARATIONS,False,,,1.0
160,INSW,6,6,1.0,0.0626,0.1009,0.1913,3158780257,WATER TRANSPORTATION,False,,,1.0
161,IONQ,4,4,1.0,0.1854,0.4755,0.7616,12257794363,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,False,,,1.0
162,IONS,8,8,1.0,0.1178,0.1655,0.34,13055136075,PHARMACEUTICAL PREPARATIONS,False,,,1.0
163,IOVA,3,3,1.0,0.2362,0.5273,0.5411,1020207682,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
164,IQV,4,4,1.0,0.0629,0.1387,0.1918,28313024000,Health Care,False,,,1.0
165,IRMD,5,5,1.0,0.0531,0.1422,0.2255,1269698580,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,False,,,1.0
166,IRON,6,6,1.0,0.1768,0.2362,0.2903,2112121563,PHARMACEUTICAL PREPARATIONS,False,,,1.0
167,IVZ,4,4,1.0,0.0885,0.1706,0.2848,11774880000,Financials,False,,,1.0
168,JAZZ,3,3,1.0,0.0587,0.0946,0.3238,10105846441,PHARMACEUTICAL PREPARATIONS,False,,,1.0
169,JMIA,4,4,1.0,0.4934,0.9935,1.3614,1141353529,,False,,,1.0
170,JOBY,5,5,1.0,0.38,0.7257,1.2619,9550001439,AIRCRAFT,False,,,1.0
171,JOYY,3,3,1.0,0.0828,0.1188,0.1771,3118866710,,False,,,1.0
172,KB,3,3,1.0,0.1207,0.212,0.3204,40861070921,,False,,,1.0
173,LUNR,6,6,1.0,0.3438,0.4312,0.5122,2295473397,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",False,,,1.0
174,KOD,5,5,1.0,0.3944,0.6766,1.189,1347338805,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
175,KRMN,4,4,1.0,0.1611,0.3623,0.5458,10028717348,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",False,,,1.0
176,KSS,6,6,1.0,0.371,0.4878,0.6804,2226955441,RETAIL-DEPARTMENT STORES,False,,,1.0
177,NPKI,4,4,1.0,0.1388,0.2147,0.2896,1220103453,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,False,,,1.0
178,KTOS,5,5,1.0,0.1211,0.268,0.5119,15169514811,Aerospace & Defense,False,,,1.0
179,LAC,4,4,1.0,0.9434,1.1675,1.7313,1405150773,METAL MINING,False,,,1.0
180,LASR,3,3,1.0,0.3282,0.4306,0.5994,2894214003,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
181,LC,5,5,1.0,0.0761,0.2077,0.3885,1795665522,PERSONAL CREDIT INSTITUTIONS,False,,,1.0
182,LIND,4,4,1.0,0.1071,0.2386,0.2687,1111892912,TRANSPORTATION SERVICES,False,,,1.0
183,LITE,4,4,1.0,0.2869,0.5943,0.8042,40179636000,"COMMUNICATIONS EQUIPMENT, NEC",False,,,1.0
184,LIVN,3,3,1.0,0.1134,0.1258,0.2028,3593043676,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,False,,,1.0
185,LLYVA,3,3,1.0,0.1333,0.1815,0.2014,8335566364,,False,,,1.0
186,LMB,3,3,1.0,0.3891,0.6075,0.7263,1024787385,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,False,,,1.0
187,LQDA,3,3,1.0,0.3608,0.4133,0.5246,3323227450,PHARMACEUTICAL PREPARATIONS,False,,,1.0
188,LRCX,4,4,1.0,0.1084,0.2024,0.4567,294123033630,Semiconductors,False,,,1.0
189,MT,4,4,1.0,0.0427,0.077,0.1977,46815261000,,False,,,1.0
190,MTRN,3,3,1.0,0.146,0.1534,0.2029,3310604082,METAL FORGINGS & STAMPINGS,False,,,1.0
191,MTSI,3,3,1.0,0.1313,0.2471,0.3292,18314922595,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
192,MTZ,4,4,1.0,0.1035,0.1627,0.2508,21266167662,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",False,,,1.0
193,LYG,3,3,1.0,0.1077,0.1348,0.2214,82457011237,,False,,,1.0
194,M,3,3,1.0,0.2055,0.3712,0.4672,5751051647,RETAIL-DEPARTMENT STORES,False,,,1.0
195,MARA,6,6,1.0,0.1511,0.2109,0.2568,2995220075,FINANCE SERVICES,False,,,1.0
196,MAZE,7,7,1.0,0.3073,0.483,0.7702,2213975618,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
197,MBX,6,6,1.0,0.2889,0.4693,0.8841,1710328683,PHARMACEUTICAL PREPARATIONS,False,,,1.0
198,MDB,4,4,1.0,0.0971,0.192,0.3013,29984724384,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
199,MDGL,4,4,1.0,0.2187,0.3731,0.3902,10554223988,PHARMACEUTICAL PREPARATIONS,False,,,1.0
200,MDU,3,3,1.0,0.0771,0.126,0.1677,4494005297,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),False,,,1.0
201,METC,5,5,1.0,0.4394,0.9164,1.1934,1090293563,BITUMINOUS COAL & LIGNITE MINING,False,,,1.0
202,MIRM,3,3,1.0,0.1401,0.2653,0.3923,6173623669,PHARMACEUTICAL PREPARATIONS,False,,,1.0
203,MKSI,8,8,1.0,0.1384,0.2289,0.3655,17513768650,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",False,,,1.0
204,MLYS,7,7,1.0,0.7671,0.8815,0.9764,2184262785,PHARMACEUTICAL PREPARATIONS,False,,,1.0
205,MMS,3,3,1.0,0.0696,0.1293,0.1347,4074233141,"SERVICES-BUSINESS SERVICES, NEC",False,,,1.0
206,MNKD,3,3,1.0,0.1722,0.2925,0.3296,1738017790,PHARMACEUTICAL PREPARATIONS,False,,,1.0
207,MOFG,3,3,1.0,0.0166,0.234,0.2881,1017475705,STATE COMMERCIAL BANKS,False,,,1.0
208,MPC,3,3,1.0,0.0776,0.1128,0.1586,59961700000,Energy,False,,,1.0
209,MRCY,7,7,1.0,0.0917,0.1497,0.2133,4942805091,Aerospace & Defense,False,,,1.0
210,MS,3,3,1.0,0.0274,0.0842,0.1362,270930450000,Financials,False,,,1.0
211,NSSC,3,3,1.0,0.1147,0.1659,0.2081,1574579904,"COMMUNICATIONS EQUIPMENT, NEC",False,,,1.0
212,NVTS,4,4,1.0,0.4202,0.4853,1.0559,1913118310,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
213,MSGE,4,4,1.0,0.0698,0.0964,0.1865,2955041418,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,False,,,1.0
214,NXE,4,4,1.0,0.1351,0.1931,0.2818,7605999726,,False,,,1.0
215,NXT,4,4,1.0,0.1974,0.3312,0.4777,17288527158,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS",False,,,1.0
216,NTB,3,3,1.0,0.066,0.1321,0.1639,2172949864,,False,,,1.0
217,MUX,5,5,1.0,0.1329,0.3018,0.4326,1522506246,GOLD AND SILVER ORES,False,,,1.0
218,MYRG,5,5,1.0,0.0775,0.1681,0.2163,4252480374,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",False,,,1.0
219,NAK,5,5,1.0,0.5632,1.106,1.2739,1193472709,,False,,,1.0
220,NBIS,3,3,1.0,0.5148,0.9286,0.9738,24798193327,,False,,,1.0
221,NEM,5,5,1.0,0.1369,0.2529,0.4127,137280883009,Materials,False,,,1.0
222,NGD,4,4,1.0,0.1911,0.2958,0.3877,8756499558,,False,,,1.0
223,NGL,4,4,1.0,0.3408,0.3964,0.6971,1485771468,NATURAL GAS TRANSMISSION,False,,,1.0
224,NESR,4,4,1.0,0.286,0.4584,0.7801,2099200719,"OIL & GAS FIELD SERVICES, NEC",False,,,1.0
225,NG,6,6,1.0,0.1849,0.443,0.6766,4708656208,GOLD AND SILVER ORES,False,,,1.0
226,NTLA,4,4,1.0,0.4242,0.5301,0.8065,1374901221,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,False,,,1.0
227,NU,4,4,1.0,0.0894,0.1255,0.1877,81502583425,,False,,,1.0
228,NUVB,5,5,1.0,0.2914,0.5742,0.7743,1978148908,PHARMACEUTICAL PREPARATIONS,False,,,1.0
229,NVAX,6,6,1.0,0.104,0.104,0.1991,1413741256,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)",False,,,1.0
230,NVRI,5,5,1.0,0.1794,0.272,0.3503,1526815449,"SERVICES-SERVICES, NEC",False,,,1.0
231,PDFS,3,3,1.0,0.0675,0.1164,0.2214,1331191588,SERVICES-PREPACKAGED SOFTWARE,False,,,1.0
232,PENG,4,4,1.0,0.0832,0.108,0.1752,1018090241,SEMICONDUCTORS & RELATED DEVICES,False,,,1.0
233,PGEN,7,7,1.0,0.2681,0.8163,1.3689,1744354780,PHARMACEUTICAL PREPARATIONS,False,,,1.0
234,ODV,7,7,1.0,0.1352,0.3168,0.4622,1104333046,,False,,,1.0
235,OKLO,5,5,1.0,0.4964,0.6515,0.9266,10263870356,Nuclear,False,,,1.0
236,OLMA,6,6,1.0,0.345,0.7609,1.4649,1810812660,PHARMACEUTICAL PREPARATIONS,False,,,1.0
237,OMAB,5,5,1.0,0.0793,0.224,0.2753,6185951460,,False,,,1.0
